Page url,Poster,Name,Organizer,Description,Category,Highlights,Refund Policy,Address,Price,Date & Time
https://www.eventbrite.ca/e/valentines-day-dinner-tickets-1980330863923?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174561983%2F1305914374633%2F1%2Foriginal.20260111-202644?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C137%2C1080%2C540&s=2f5a63e353b5a45668a9c669e5f1fe32,Valentines Day Dinner,The Port House is your go to location for some of the best parties!,"Love is about sharing your heart and dinning together :)?ï Valentine's Day Dinner at The Port House ?ï
Friday, February 14 | 7:00 PM
$80 per personFall in love all over again this Valentine's Day at The Port House. Join us for an unforgettable evening designed for romanceïsoft candlelight, elegant d√É¬©cor, and a live band setting the mood with timeless love songs.Indulge in a chef-crafted multi-course dinner, thoughtfully curated to delight the senses. Sip, savor, and slow down as the night unfoldsïbecause this evening is all about connection.What to Expect:
√∞¬ü¬í¬ñï Romantic ambiance & candlelit tables
√É¬É√Ç¬É√É¬Ç√Ç¬∞üé∂ Live band : REWIND!!√É¬É√Ç¬É√É¬Ç√Ç¬∞üçΩ√É¬É√Ç¬É√É¬Ç√Ç¬Ø∏è Multi-course dinning experience
√É¬É√Ç¬É√É¬Ç√Ç¬∞ü•Ç Perfect setting for couples & date night memoriesSeating begins at 7:00 PM
$80 per person | Limited availabilityReserve earlyïthis night is designed to sell out.
Make this Valentine's Day truly special at The Port HouseFor inquiriesEMAIL Burlington@theporthouse.ca",,"6 hours,In person",No refunds,"The Port House Social Bar and Kitchen Burlington2020 Lakeshore RoadBurlington, ON L7R 4G8 Canada",$86.53,Feb 14   from 7:00 PM EST
https://www.eventbrite.ca/e/valentines-2026-datenight-painting-for-couples-tickets-1730776411839?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1131584593%2F462833138796%2F1%2Foriginal.20250922-165755?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=300%2C0%2C2100%2C1050&s=75fc3ee1353ac1b92208d05a28e1c5de,Valentine's 2026 Datenight Painting for Couples,studio k2,"Launch a romantic Valentine's with a Datenight Painting Experience for Couples. Get creative togetherïrelax, unwind, sip and paint.Saturday, February 14th, 2026ïLaunch a romantic evening with studio k2 at a Date Night Painting for Couples experience.Don't worry - I don't like to disappoint - I run the event even if I only get 1 couple registered. So go ahead and book your babysitter! One-on-one guidance is guaranteed - I bring more artists in to help if required.At this paintnight you'll be creating a painting TOGETHER!It's the perfect way to relax, unwind and get creative with your special someone. Get ready to unleash your inner artist as we guide you step-by-step in creating a beautiful painting together. No prior painting experience is required, just bring your love and sense of adventureïthis event is sure to be a memorable and fun-filled date night.This art experience for two will give you time to relax, unwind and get creative with your partner.The eveningïwe'll begin with a fun drawing experience, then you'll be guided to focus on a concept and design your painting. Demonstrations of colour mixing and painting techniques will ensure your masterpiece is perfect.Join me at the creative hub of HamiltonïThe Cotton Factory. Our studio is located in the DyeWorks Building at 9 Landsdowne Avenue - a funky, industrial art space where your host (Karen Klucowicz) will guide you through inspiration, concept and techniques to bring your ideas to life on canvas.Materials - everthing is included - all you have to do is: book your easels, invite your date, and show up!It's a paint, sip and snack evening! Each couple will receive a special Valentine's gift. You'll be set up with wine from a local winery and light snacks to enjoy while you create.In an intimate group, you'll get one-on-one guidance and motivation to create a painting that is meaningful to both of you. All materials are provided, you just need to show up in comfortable clothes (and ones you don't mind if a little paint gets on them - in case you're a messy painter like Karen).There are many entrances to this complex so make sure your gps is directed to the Dyeworks Studio at 9 Landsdowne Avenue, Hamilton at street level. About 6minutes off the QEW. Plenty of street parking and a lot at the back of the Factory [free].Book early and join us for a fun, creative-filled eveningïyou'll go home with a masterpiece to hang on your wall and your own sketchbook to keep the date vibing.NOTES ï  If we have a large group of couples, we'll have more artists in to guide you through a very personal experience. ï  Want to gift this for other couples? Gift joy. Gift play. Gift a little mess. Contact me directly and I'll provide a gift certificate for you to present :)So grab your partner's hand and let's paint the town red!",,"3 hours,ages 18+,In person,Free parking",Refunds up to 5 days before event,"studio k2, DyeWorks Building at Cotton Factory9 Landsdowne AveHamilton, ON L8L 6N4 Canada",CA$145.11,Feb 14   from 7:00 PM EST
https://www.eventbrite.ca/e/sushi-making-class-at-third-moon-brewery-tickets-1584271130599?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F521219789%2F161274182777%2F1%2Foriginal.20230523-234626?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=513963d6386b27600d1f1a2698c658aa,Sushi Making class at Third Moon Brewery,Joyce of Cooking,"Learn how to make sushi with me in personWe will be making 3 rolls - California rolls, Spicy Salmon roll, tuna hand roll! All ingredients will be provided! Just come have fun, meet some new people who loves sushi and enjoy a delicious meal!   Each ticket comes with one free drink!",,"1 hour,In person",No refunds,"Third Moon Brewing295 Alliance Road#Unit 3 Milton, ON L9T 4W8 Canada",$89.34,Feb 12   from 7:00 PM EST
https://www.eventbrite.com/e/galantines-day-bracelet-making-tickets-1980484733150?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174759959%2F2334030379173%2F1%2Foriginal.20260113-183404?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C1285%2C3000%2C1500&s=81271cca7f778e348fdb3f0862e70569,Galantine's Day - Bracelet Making,Allison,"Create 2 crystal bracelets, sip a mocktail or latte, and celebrate Galentine's Day or a perfect Valentine's dateïno experience needed. ?ïJoin us for a Galentine's Day-inspired afternoon of creativity, connection, and crystal magic at our Bracelet-Making Workshop √∞¬ü¬í¬ñï
Perfect for a fun day out with friends or a unique Valentine's Day date idea.During this hands-on experience, you'll create two custom crystal bracelets, choosing from 25+ beautiful crystals while learning the meanings and metaphysical properties behind each stone. Discover how crystals can promote balance, healing, and positive energyïwhile designing pieces that are uniquely yours.Your experience also includes a complimentary mocktail or latte from The Lemon Bar, making it the perfect mix of crafting and cozy vibes.No experience neededïjust come ready to create, sip, and connect.
All materials are provided. Adults only. √∞¬ü¬í¬ñ´",,"1 hour 30 minutes,ages 16+,In person,Free parking,Doors at 2:15 PM",No refunds,"TERRA Greenhouses - Waterdown8 Concession 5 Road EastHamilton, ON L8B 1K4 Canada",CA$59.91,Feb 14   from 2:30 PM EST
https://www.eventbrite.ca/e/neonatal-resuscitation-program-nrp-advanced-provider-feb-10-tickets-1976641261222?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171276229%2F71276329041%2F1%2Foriginal.20251118-204717?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C554%2C277&s=f84218a3ccf648fafca59edccc3855de,Neonatal Resuscitation Program (NRP)  Advanced Provider - FEB 10,McMaster Children's Hospital Simulation & Outreach,"Neonatal Resuscitation Program (NRP)  Advanced ProviderNeonatal Resuscitation Program (NRP) Advanced ProviderThis in-person event will cover advanced techniques and protocols for saving newborn lives.This Class is intended for all Licensed Healthcare professionals (medical/nursing/paramedic students, residents) with limited medical experience with children or students enrolled in their final year of an accredited educational program to become a recognized health professional.Required MaterialsThe course tuition does not include the textbook or the online exam fee.Please use the following links to purchase materials and to access the online exam:CPS NPR https://cps.ca/en/nrp-prnCPS NRP Advanced Online exam https://cps.ca/en/nrp-prn/online-examinationCPS NRP Manual NRP textbookPre RequisitesPre-read the NRP textbook.Complete the online NRP exam within 30 days of the in-person course.Bring a Paper Copy of your NRP Online Exam Certificate of Completion during course check-inSiROC Cancellation PolicyThe SiROC Cancellation Policy applies to this course. Requests for transfer, substitution, or refund will be assessed on a case-by-case basis. Please provide any documentation to support your request.Course Transfer :If you cannot attend the course, you may substitute your registration to a colleague at no additional charge. Please email outreach@hhsc.ca with your name and the name of the colleague who will be taking the course in your place. Your replacement must meet the prerequisites for the course.To transfer to an alternate course date, please email outreach@hhsc.ca with the date of the course you wish to transfer into. You may transfer your registration to an alternate date up to one week before the start date of the course you are transferring out of.Only substitutions will be granted less than one week prior to the course start date.Course Refund:Refund requests will be assessed on a case-by-case basis and depend on the date of the request. Please use the Eventbrite registration system to request a course refund. You can manage your registration at www.eventbrite.ca/mytickets.Please note that a registration processing fee was paid to Eventbrite and is subject to their refund policy. The following refund policy applies:- More than 3 weeks before the course start date = 100% of tuition will be refunded.- Between 2-3 weeks before the course start date = 75% of tuition will be refunded.- Between 1-2 weeks before the course start date = 50% of tuition will be refunded.- Within one week of the course start date = No refund. If you cannot attend the course, you may substitute your registration to a colleague at no additional charge.No refunds will be given for ""no-shows.""SiROC reserves the right to cancel or reschedule the course due to unforeseen circumstances. If this happens, you will be rescheduled to the next available session and given the option to choose from future classes if the rescheduled date does not work for you. No refunds will be issued.",,"8 hours,In person",Refunds up to 7 days before event,"McMaster Children's Hospital - Hamilton Health Sciences1200 Main Street WestHamilton, ON L8N 3Z5 Canada",CA$266.52,Feb 10   from 8:30 AM EST
https://www.eventbrite.com/e/valentines-christian-speed-dating-28-43steel-town-cider-hamilton-tickets-1980410130010?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174657088%2F163947684196%2F1%2Foriginal.20260112-194903?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.48&fp-y=0.36&s=03601f9630c73021d3359a4582811d7b,Valentines Christian Speed Dating 28-43@Steel Town Cider (Hamilton),Happy Hour Speed Dating,"Find someone special who aligns with your  faith preferences, this Valentine's Day!By popular request Happy Hours is hosting our first ever Christian Speed Dating event, what better day than Valentines day! 

Enjoy a casual, light hearted afternoon of delicious brews & local Christian Cuties

This round is Ages 28-43
This event will include the compatibility Valentine's Day card if it sells out min 5 days prior- that means you will be provided the top 3 matches based on attendees √É¬É√Ç¬É√É¬Ç√Ç¬∞ü§ç
Each ticket includes one complimentary drink.
DM @happyhourshamont to etransfer & purchase ticket 
Event length is 60-90 minutes. You meet several participants at each station in 5 minute intervals. After the event is completed you will fill out a form indicating if you would like to contact an individual after the event. If it's a match, we will send you your results within 24 hours!*A match is when you and another person both pick each other and want to connect after the event!*End the Swiping, meet new people old school style, we look forward to seeing you!For more events you can follow our Instagram @happyhourshamont*A twenty(20) participant minimum is required due to the nature of each event. If minimum ticket requirement is not met, you will be notified 48-72 hours prior and will be fully refunded. Tickets are non-refundable, unless event is cancelled due to attendance If you cancel within 24 hours of an event you will not be able to transfer your ticket to a future event",,"2 hours,In person",No refunds,"Steel Town Cider150 Chatham Street#Unit 14 Hamilton, ON L8P 2B6 Canada",CA$45,Feb 14   from 4:00 PM EST
https://www.eventbrite.ca/e/valentines-day-drag-bingo-at-nickelbook-brewery-burlington-tickets-1980344210844?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174583345%2F565543762325%2F1%2Foriginal.20260112-024118?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=fd6f45ee691e058444976255e0fb30b5,VALENTINE'S DAY DRAG BINGO at Nickelbook Brewery Burlington!,Doll Haus Events,"Join us for a fabulous night of Drag Bingo with Kara Melle and Ultraviolet at Nickelbrook Brewery in Burlington on February 14th!Join us for Drag Bingo hosted by Kara Melle and Ultraviolet!! Play bingo, win prizes, and laugh with your friends! This event is 19+.Play 4 rounds of bingo with your friends and enjoy some delicious beer and snacks off the Nickelbrook menu! Bring a sense of humour as this night will not be for the feint of heart!In between rounds of Bingo, there will be drag performances from our fantastic queens!Location: Nickelbook Brewing Co, Burlington LocationTickets are $10 plus HST and fees. Please note: We have assigned seating. If you would like to sit together, you must buy tickets together, or send us a message asking to be seated together!This show will contain mature language. Viewer discretion is advised. √É¬É√Ç¬É√É¬Ç√Ç¬∞üòà√∞¬ü¬í¬ñ•Note: As Nickelbrook is a brewery, they have a vast selection of beers, sours, and non-alcoholic drinks for your enjoyment!Schedule:8:30pm- Doors Open9:00pm- Set 1Note: Cast is subject to change.",,"2 hours,In person",No refunds,"Nickel Brook Brewing Co.3426 MainwayBurlington, ON L7M 1A8 Canada",$11.30,Feb 14   from 9:00 PM EST
https://www.eventbrite.ca/e/paint-your-partner-valentines-paint-sip-at-stoho-tickets-1978306386657?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173152247%2F319745172605%2F1%2Foriginal.20251217-191123?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C32%2C1414%2C707&s=20b52eebee8f90d50e7f7b759cde5057,Paint Your Partner- Valentines Paint & Sip at StoHo.,Courtney Bruzzese Art,"Grab your Valentine and paint your hearts out while sipping tasty drinks at StoHo's cozy spot!Paint Your Partner - Valentines Paint & Sip at StoHoGrab your special someone and join us for a fun evening of creativity and connection! Sip on your favorite drinks while you paint a portrait of your Valentine. Whether you're a pro or a newbie, this valentines paint & sip event at StoHo is the perfect way to celebrate your bond. Be sure to send @cbruzzart your portrait photos in order to prep your canvas if you would like a template (photos due by February 10)!",,"1 hour 30 minutes,In person,Doors at 6:45 PM",Refunds up to 7 days before event,"StoHo.2 King Street EastHamilton, ON L8G 1J8 Canada",$43.93,Feb 14   from 7:00 PM EST
https://www.eventbrite.ca/e/cim-gta-west-luncheon-building-low-carbon-industrial-supply-chains-tickets-1980483056134?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174754776%2F171656432330%2F1%2Foriginal.20260113-175102?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C26%2C1654%2C827&s=1a07fe9c93cc1a5a81952a48583f05ee,CIM GTA West Luncheon: Building Low-Carbon Industrial Supply Chains,CIM,"Please join us for a luncheon to discuss Mining's Energy Transition  - Lessons from Toyota Tsusho's Global PortfolioToyota Tsusho is the world's sixth-largest trading house with $70+ billion in annual revenue across 120 countriesïfrom Argentine lithium mines and Canadian critical mineral offtake agreements to 5+ GW of global renewable energy capacity. Drawing on $1.3B in cross-industry energy deals, Marc reveals :Which off-grid decarbonization solutions actually get financedHow strategic investors evaluate energy transition plansWhen green premiums materialize in contractsLearn proven heavy industry renewable integration strategies when reliability and economics are non-negotiable!About the SpeakerMarc Couturier P.Eng., MBA is the General Manager of Non-Automotive New Business Development at Toyota Tsusho Canada, a positions he has held since 2010. He is a Professional Engineer (P.Eng) with a Chemical Engineering degree from the University of Toronto. He also holds an M.B.A. from York University (Schulich School of Business).   His career is in International Sales and Business Development, spanning several industries.Thank you to our 2026 sponsorsSGSRaymond James Ltd.Ken Thomas",,"3 hours,In person",Refunds up to 7 days before event,"District Kitchen + Bar335 Plains Road EastBurlington, ON L7T 4H8 Canada",CA$24.28,Feb 12   from 11:30 AM EST
https://www.eventbrite.com/e/valentines-edition-speed-dating-ages-27-35-hamilton-tickets-1980324479828?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174556204%2F163947684196%2F1%2Foriginal.20260111-190128?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.427&fp-y=0.156&s=ce15f4d24d87d1dcccbb3cc982e16369,Valentines Edition Speed Dating Ages 27-35 (Hamilton),Happy Hour Speed Dating,"Come join us for a fun night of speeddating without the awkward swiping, just good old-fashioned connections! Friends enthusiasts encouragedHappy Hour is thrilled to host a Valentines Edition of Speed Dating @ Malarkey (Hamilton) Check out this beautiful venue & meet beautiful people! 

This round is Ages 27-35 
All February events will include a Compatibility  Valentines Card which provides you the top three matches based on results of the test. Find out if the cutie you have the most in common with on paper, translates to in person chemistry!Event must sell out min 5 days prior*
Ditch the apps & enjoy an evening of meeting new people in real life! Imagine meeting someone in real life before internet stalking them!
DM @happyhourshamont IG to etransfer and bypass fees
Each ticket includes one complimentary drink.
Event length is 60-90 minutes. You meet several participants at each station in 5 minute intervals. After the event is completed you will fill out a form indicating if you would like to contact an individual after the event. If it's a match, we will send you your results within 24 hours!
*A match is when you and another person both pick each other and want to connect after the event!*End the Swiping, meet new people old school style, we look forward to seeing you!For more events you can follow our Instagram @happyhourshamont
*A twenty(20) participant minimum is required due to the nature of each event. If minimum ticket requirement is not met, you will be notified 48-72 hours prior and will be fully refunded. Tickets are non-refundable, unless event is cancelled due to attendance.",,"2 hours,In person",No refunds,"Malarkey - Shuffleboard & Bar300 Ottawa Street NorthHamilton, ON L8H 3Z9 Canada",CA$45,Feb 11   from 7:30 PM EST
https://www.eventbrite.com/e/freedom-trains-valentines-bash-tickets-1979691084325?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174301934%2F1899067332883%2F1%2Foriginal.20260108-125538?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2cb5cf705100720c702007eb7b6e244c,FREEDOM TRAIN's Valentine's Bash,This Is Ridiculous Inc.,"Hamilton's newest event venue to the Downtown Core hosts the engine-revved supergroup, FREEDOM TRAIN on Valentine's Night.Tickets are now on-sale for FREEDOM TRAIN's Valentine's Bash, happening at Hamilton's newest event venue, RIDICULOUS (38 King William St, Lower Level, in ""Room 1"").

Don't sleep on this event, as it's sure to be fabulous night of classic rock'n'roll.  Presented by Little Wing Music, in association with Friends of Casbah.",,"4 hours,In person",No refunds,"38 King William St38 King William StreetHamilton, ON L8N 1B3 Canada",CA$27.96,Feb 14   from 7:00 PM EST
https://www.eventbrite.ca/e/acls-provider-bls-provider-certification-february-10-11th-2026-tickets-1926456355819?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170097712%2F2581380196001%2F1%2Foriginal.20251104-142815?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.561&fp-y=0.49&s=ec93369cd8726fcb12f4ddccc19f1f66,"ACLS Provider + BLS Provider Certification - February 10 & 11th, 2026",St. Joseph's Healthcare Hamilton,"Latest Heart and Stroke 2025 guidelines have been incorporated. You can choose the option to also certify your BLS  at the same time!
Our ACLS Provider course is designed to help you develop advanced skills as part of a healthcare team through simulated scenarios that reflect real-life cardiac emergencies encountered in clinical practice.
If you also need BLS certification, we can complete that during the same session. Please purchase the additional ticket labeled √Ç¬ìADD-ON.ïThe course includes simulations focused on:High-quality CPRHigh-performance team dynamics and communicationSystems of careRecognition and intervention for cardiopulmonary arrest, acute dysrhythmias, stroke, and acute coronary syndromesYou will have the opportunity to reinforce key concepts, practice essential skills, receive coaching and feedback, and refine your abilities before final testing.This course is delivered in a classroom-based format led by experienced instructors.PrerequisitesACLS Precourse Self-Assessment Certificate (passing score = 70%); ANDCurrent Heart & Stroke Basic Life Support (BLS) Provider Certificate** **if you intend to complete your BLS Provder certficate in this course, you MUST purchase the addtional ticket ""ADD ON""
MaterialsAdvanced Cardiovascular Life Support Provider Manual: RE5610E (print or ebook); and2020 Handbook of Emergency Cardiovascular Care for Healthcare Providers: RE0130E (Print Only)
Duration2 consecutive days of in-classroom learning; 8 hours each day.
CompletionUpon successful completion of the course, ACLS Provider Certificate is providedValid for 2 yearsBLS Provider certfication valid for 1 year (if ""ADD ON"" purchased)",,"1 day 8 hours,In person",Refunds up to 4 days before event,"St. Joseph's Healthcare Hamilton50 Charlton Avenue EastHamilton, ON L8N 4A6 Canada",CA$0 - CA$295,Feb 10   from 8:30 AM EST
https://www.eventbrite.ca/e/noches-de-despecho-tickets-1980934034021?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175310945%2F1919388723793%2F1%2Foriginal.20260120-050246?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C137%2C1080%2C540&s=29069d63d1ea2de37493a10017f140a3,Noches de Despecho,AZUCAR Latin Parties,"Noches de Despecho: una velada para desahogar el coraz√É¬É√Ç¬É√É¬Ç√Ç¬É≥n con m√É¬É√Ç¬É√É¬Ç√Ç¬É∫sica, risas y buena compa√É¬É√Ç¬É√É¬Ç√Ç¬É±√É¬É√Ç¬É√É¬Ç√Ç¬É≠a.Este VIERNES 13, el despecho tiene su propio santo. √É¬É√Ç¬É√É¬Ç√Ç¬∞üï§SAN DESPECHO no es para corazones perfectos. Es para los que sienten a fondo y bailan hasta sanar.Este Viernes 13 de Febrero, transformamos el Marin Tavern en el templo del desahogo. Una noche cuidadosamente dise√É¬É√Ç¬É√É¬Ç√Ç¬É±ada, desde el primer momento hasta el √É¬É√Ç¬É√É¬Ç√Ç¬É∫ltimo, para que vivas una monta√É¬É√Ç¬É√É¬Ç√Ç¬É±a rusa de sensaciones.Experiencia completa: Trago de bienvenida | Sorpresas | Sorteos | M√É¬É√Ç¬É√É¬Ç√Ç¬É∫sica que duele (y cura).RECUERDA RESERVAR TU MESA. Directamente con el restaurante Marine Tavern.ATENCION:Si no tienes reserva los asientos son por orden de llegada, llega temprano para poder obtener tu mesa, o reserva con el restaurante Marine Tavern√É¬É√Ç¬É√É¬Ç√Ç¬ÇøVienes a confesarte?
13.Feb.2026 | Open Doors 7PM | Marin Tavern

*Cupo Limitado",,"5 hours,In person,Doors at 6:45 PM",No refunds,"Marine Tavern49 Bronte RoadOakville, ON L6L 3B6 Canada",$17.31,Feb 13   from 7:00 PM EST
https://www.eventbrite.ca/e/trainwreck-a-galentines-day-drag-show-tickets-1979868649427?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174101499%2F2250129042403%2F1%2Foriginal.20260106-143909?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C65%2C1920%2C960&s=b18da90d8641de600bc00286407889ed,Trainwreck - A Galentine's Day Drag Show,Hamilton Prop House,"All aboard the Hot Mess Express!  HOAS and HPH are teaming up again for Trainwreck!  A Galentine's Day Immersive Drag Show on the Train!All aboard the Hot Mess Express √∞¬ü¬í¬ñÑ√É¬É√Ç¬É√É¬Ç√Ç¬∞üöÇ

TRAINWRECK: A Galentine's Day Drag Show is pulling into Hamilton Prop House for one night only, and it is absolutely not a love story. Set inside the iconic HPH train car, this anti-Valentine's Day blowout is for the single, the heartbroken, the happily unattached, and anyone who would rather sip wine than swallow clich√É¬©s.

Starring Jessie James and Sir Lady Nickx, as your anti-romcom-not-so-distressed-damsels-who-don't-need-no-mans.

Ditch the roses, skip the couple's dinner, and climb aboard the hot mess express, for what is sure to be a total TRAINWRECK.

This Valentine's, romance gets derailed.√∞¬ü¬í¬ñã√É¬É√Ç¬É√É¬Ç√Ç¬∞üç∏",,"2 hours,ages 19+,In person",Refunds up to 7 days before event,"Hamilton Prop House422 Barton Street EastHamilton, ON L8L 5T3 Canada",CA$27.96,Feb 13   from 8:00 PM EST
https://www.eventbrite.ca/e/la-nuit-dhibernation-cabaret-tickets-1980881740610?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175250922%2F2568828071911%2F1%2Foriginal.20260119-162400?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C394%2C2206%2C1103&s=e14e882b67bf84f5d541c2c86bbea748,La Nuit d'Hibernation Cabaret,Hamilton Aerial Group,"Get ready to experience a magical evening of music, puppetry and aerial dance at La Nuit  d'Hibernation Cabaret!Hamilton Winterfest presents HAG's annual Winterfest Cabaret. Hamilton Aerial Group is a circus collective who have been performing in and around Hamilton since 2010. Their first cabaret in 2015 was a huge success with a sellout of 600 tickets! Since then, their cabaret style Winterfest performances have morphed into true narrative theatre using aerial skills, stilt walking, puppetry and live music. This year HAG goes back to their cabaret style theatre, welcoming performers and musicians outside the collective to perform in the cabaret style narrative.The hibernation theme sees characters sleeping and dreaming of things to come. Using mask and shadow puppetry, song, aerial dance, stilt-walking and clowning you won't want to miss this spectacular family show!Venue: The Cotton Factory, 3rd floor Main Event Space with access by elevator or stairs.Tickets limited to 250. Reserve yours now!",,"1 hour 30 minutes,all ages,In person,Free parking,Doors at 6:00 PM",Refunds up to 7 days before event,"The Cotton Factory270 Sherman Avenue NorthHamilton, ON L8L 6N4 Canada",CA$35.20,Feb 14   from 6:30 PM EST
https://www.eventbrite.ca/e/fiddlestix-live-in-concert-at-the-shed-tickets-1969533825691?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170888405%2F690348627453%2F1%2Foriginal.20251113-161216?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=e5137127166d7f59c73204bdf0e014e4,FIDDLESTIX Live In Concert at The SHED!,Shawn & Ed Brewing Co,"Friday, February 13 - don't miss FIDDLESTIX in Concert at Shawn & Ed Brewing Co.SHAWN & ED BREWING CO. - Friday, February 13 - don't miss FIDDLESTIX!Come early and enjoy some LagerShed brews and a delcious Beer Pie pizza. This event is presented with support from GM ELECTRIC.Tickets available at lagershed.comABOUT THE BANDFiddlestix, the explosive fiddle band from Halton, Ontario!Led by Yamaha-endorsed, multi-award-winning fiddler Steve Bowen, this dynamic group has been rocking audiences for 15 years with their electrifying blend of Country, Celtic, Folk, and Pop, all infused with the pure energy of a rock concert. From headlining major festivals across Canada and Internationally to thrilling crowds at the Olympic Torch arrival alongside Gord Downie (Tragically Hip) and dazzling audiences at the Phuket Kings Cup Regatta in Thailand, Fiddlestix lights up the stage and mesmerizes fans everywhere. Their unforgettable 35-show run at the CNE in 2022 and a standout performance at the 2024 CNE Country Stage were hailed as the highlight show of the summer!With catchy new hits like ""Apple Moonshine"", ""I QUIT DRINKING 'Til The Next Time"", ""Southern Skies and ""Small Town Nights"" capturing the spirit of summer, Fiddlestix isn't just a bandïthey're a high-voltage experience that unites generations.",,"3 hours,In person",Refunds up to 7 days before event,"Shawn & Ed Brewing Company65 Hatt StHamilton, ON L9H 0C1 Canada",CA$31.59,Feb 13   from 7:00 PM EST
https://www.eventbrite.com/e/laughs-love-a-valentines-comedy-show-burlington-tickets-1980648514023?aff=ebdssbdestsearch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1174970449%2F2776240707791%2F1%2Foriginal.20260115-171350?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.513&fp-y=0.786&s=7364bc64209068ef7acc77a9b866f867,Laughs & Love: A Valentine's Comedy Show - Burlington,Funny People . lol,"Celebrate Valentine's Day with big laughs and great vibes. Featuring professional comedians and a fixed-price Valentine's menu at the venue.Laughs & Love: A Valentine's Comedy Show
This Valentine's Day, skip the clich√É¬©s and treat your date to something you'll actually rememberïa night of live stand-up comedy featuring professional touring comedians.Whether you're celebrating love, laughing through heartbreak, or just here for a great night out, this show delivers big laughs, great vibes, and an intimate live comedy experience. Each show features a rotating lineup of pro comedians, so no two shows are the same.?ï What to expect:A curated lineup of professional stand-up comediansA lively, high-energy comedy show perfect for couples or groupsFixed-price Valentine's menus available at the venue (food & drinks sold separately unless noted)A fun, upscale atmosphere ideal for date nightï ï Important details:Seating is limitedïadvance tickets strongly recommendedShowtimes vary throughout the eveningLineups may change, but laughs are guaranteedMake this Valentine's Day about connection, comedy, and a shared experience you'll be talking about long after dessert.Perfect for: couples, first dates, longtime partners, and anyone who loves to laugh.","Category: Arts, Comedy","3 hours,In person",No refunds,"Moonbeam Lounge1450 Headon Road#7 Burlington, ON L7M 3Z5 Canada",$28.25,Feb 14   from 7:00 PM EST
